tradingbot/ml/research/phase22e/portfolio.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22E — shared-balance multi-timeframe portfolio backtest (research only).
tradingbot/ml/research/phase22e/run_validation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22E — full production validation and profitability certification.
tradingbot/ml/research/phase22e/runner.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22E — production-path single-timeframe backtest runner.
tradingbot/ml/research/phase22e/stress.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22E — stress scenarios on production backtest path.
tradingbot/ml/research/phase22f/ablation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22F — feature contribution from baseline hold-chain evidence.
tradingbot/ml/research/phase22f/bottleneck.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22F — signal bottleneck funnel map.
tradingbot/ml/research/phase22f/missed_ops.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22F — missed profitable opportunities (blocked but model-correct).
tradingbot/ml/research/phase22f/run_rapid_validation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22F — rapid optimization framework (read-only, evidence-driven).
tradingbot/ml/research/phase22f/trade_quality.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22F — executed trade quality metrics (MAE/MFE/RR).
tradingbot/ml/research/phase22g/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22G — repository-driven root cause investigation.
tradingbot/ml/research/phase22g/bottleneck.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22G — profitability bottleneck from trace + baseline.
tradingbot/ml/research/phase22g/decision_engine_doc.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22G — decision engine documentation from code.
tradingbot/ml/research/phase22g/execution_graph.py	2026-09-09 05:26:55 +0330	update project files	Phase 22G — verified live execution graph from source code.
tradingbot/ml/research/phase22g/execution_tracer.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22G — per-candle execution trace on Dataset A.
tradingbot/ml/research/phase22g/model_inventory.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22G — production model inventory from loaders.
tradingbot/ml/research/phase22g/model_routing.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22G — model routing verification from code.
tradingbot/ml/research/phase22g/rapid_runner.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22G — baseline runner for bottleneck analysis.
tradingbot/ml/research/phase22g/recommended_fix.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22G — single recommended fix (evidence-based, no implementation).
tradingbot/ml/research/phase22g/report_verification.py	2026-09-09 05:26:55 +0330	update project files	Phase 22G — verify prior phase conclusions against current code.
tradingbot/ml/research/phase22g/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22G — repository-driven root cause investigation.
tradingbot/ml/research/phase22h/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22H — active trend engine alignment validation.
tradingbot/ml/research/phase22h/alignment.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22H — verify active engine alignment across production ML path.
tradingbot/ml/research/phase22h/delta.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22H — regression and Phase 22F delta.
tradingbot/ml/research/phase22h/run_validation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22H — implement and validate 22G-001 active engine alignment.
tradingbot/ml/research/phase22i/hold_profiler.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22I — decision engine hold profiling on Dataset A.
tradingbot/ml/research/phase22i/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22I — decision engine deep optimization (research-only).
tradingbot/ml/research/phase22i/runner.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22I — run Dataset A backtest with research orchestrator.
tradingbot/ml/research/phase22i/stack.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22I — inject research orchestrator into ML stack for backtest simulation.
tradingbot/ml/research/phase22j/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22J — engine-level signal investigation (research-only).
tradingbot/ml/research/phase22j/range_forensics.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22J — phase9_9 range engine forensics on Dataset A.
tradingbot/ml/research/phase22j/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22J — engine-level signal investigation (research-only).
tradingbot/ml/research/phase22j/runner.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22J — run Dataset A backtest with engine candidate patch.
tradingbot/ml/research/phase22j/training_alignment.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22J — training vs inference alignment validation (post 22H).
tradingbot/ml/research/phase22j/trend_forensics.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22J — trend_rf_v41 engine forensics on Dataset A.
tradingbot/ml/research/phase22l/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22L — dataset refresh and feature pipeline repair (research only).
tradingbot/ml/research/phase22l/audit_pipeline.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22L — Step 1: dataset_v2 generation pipeline audit.
tradingbot/ml/research/phase22l/comparison.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22L — Step 6: before/after comparison using refreshed dataset only in research.
tradingbot/ml/research/phase22l/coverage.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22L — Step 3: feature coverage before/after refresh on Dataset A.
tradingbot/ml/research/phase22l/range_quality.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22L — Step 5: range model input quality on Dataset A window.
tradingbot/ml/research/phase22l/rebuild.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22L — Step 2: rebuild dataset_v2 to research artifact (no production overwrite).
tradingbot/ml/research/phase22l/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22L — dataset refresh and feature pipeline repair (research only).
tradingbot/ml/research/phase22l/unified_audit.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22L — Step 4: unified frame source audit.
tradingbot/ml/research/phase22m/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22M — live data pipeline & CandleStore forensics (repository only).
tradingbot/ml/research/phase22n/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22N — automated ML data refresh validation and reports.
tradingbot/ml/research/phase22o/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22O — full automatic dataset maintenance validation and reports.
tradingbot/ml/research/phase22p/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22P — end-to-end live execution forensics on Dataset A.
tradingbot/ml/research/phase22q/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22Q — prove or disprove Phase99 architecture (repository truth only).
tradingbot/ml/research/phase22r/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22R — Repository-guided Live FeatureBuilder refactor feasibility (research only).
tradingbot/ml/research/phase22s/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22S — FeatureBuilder numerical parity certification.
tradingbot/ml/research/phase22t/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22T — controlled live FeatureBuilder refactor comparison on Dataset A.
tradingbot/ml/research/phase22u/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22U — model capability verification research.
tradingbot/ml/research/phase22u/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22U — phase9_9 model capability verification.
tradingbot/ml/research/phase22v/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22V — phase9_9 training pipeline forensics.
tradingbot/ml/research/phase22v/model_audit.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22V — phase9_9 training pipeline forensics.
tradingbot/ml/research/phase22v/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22V — phase9_9 training pipeline forensics.
tradingbot/ml/research/phase22w/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22W — training criterion root-cause verification.
tradingbot/ml/research/phase22w/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22W — training criterion root-cause verification.
tradingbot/ml/research/phase22x/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22X — production fix for model selection criteria.
tradingbot/ml/research/phase22x/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22X — validate probability selection gate and Phase 9.9 pipeline.
tradingbot/ml/research/phase22y/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22Y — accepted candidate failure forensics.
tradingbot/ml/research/phase22y/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22Y — accepted candidate failure forensics.
tradingbot/ml/research/phase22z/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 22Z — overfitting_risk_decreased rule validation.
tradingbot/ml/research/phase23a/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 23A — end-to-end ML pipeline trace and root cause investigation.
tradingbot/ml/research/phase23a/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 23A — read-only ML pipeline trace and root cause report.
tradingbot/ml/research/phase23b/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 23B — feature pipeline repair validation.
tradingbot/ml/research/phase23b/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 23B — feature pipeline repair validation report.
tradingbot/ml/research/phase23g/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 23G — production integration of RANGE filter profile.
tradingbot/ml/research/phase23g/run_validation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 23G — integration validation runner.
tradingbot/ml/research/phase24e/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 24E — Strategy B validation (persistent dataset_v2 memory cache).
tradingbot/ml/research/phase24g/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 24G — safe internal unified frame optimization.
tradingbot/ml/research/phase24i/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 24I — unified feature input optimization.
tradingbot/ml/research/phase24j/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 24J — READ ONLY final production audit before paper trading. Generates JSON deliverables from static evidence catalog. Does NOT modify production code.
tradingbot/ml/research/phase24k/run_validation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 24K — validate production blocker fixes and emit JSON deliverables.
tradingbot/ml/research/phase25a/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 25A — Paper Trading vs Research Replay consistency audit (READ ONLY).
tradingbot/ml/research/phase25b/pipeline_depth.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Stage-by-stage pipeline depth comparison: legacy research vs production paper.
tradingbot/ml/research/phase25b/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 25B — parity comparison, timeout analysis, and deliverable generation.
tradingbot/ml/research/phase26a/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 26A — Paper trading validation infrastructure (observation only).
tradingbot/ml/research/phase26a/exit_simulator.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Research-only trade exit simulation on historical candles.
tradingbot/ml/research/phase26a/journal_reader.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Read-only paper execution records from production TradeJournal SQLite.
tradingbot/ml/research/phase26a/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 26A — paper trading validation infrastructure runner.
tradingbot/ml/research/phase26a/statistics.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Aggregate paper trade statistics (research-only).
tradingbot/ml/research/phase26a/trade_collector.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Collect and enrich completed paper trades (read-only observation).
tradingbot/ml/research/phase26a/trade_schema.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Completed paper trade record schema.
tradingbot/ml/research/phase26a/validation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Verify Phase 26A did not modify protected production modules.
tradingbot/ml/research/phase26c/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 26C paper journal reliability.
tradingbot/ml/research/phase26c/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 26C — Paper journal reliability repair and validation.
tradingbot/ml/research/phase26d/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 26D startup safety.
tradingbot/ml/research/phase26d/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 26D — startup safety and configuration integrity validation.
tradingbot/ml/research/phase27a/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27A — 30-day production validation backtest.
tradingbot/ml/research/phase27a/trade_builder.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Build completed trades from unified pipeline replay records.
tradingbot/ml/research/phase27b/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27B — read-only root cause investigation for zero trades (RSI filter).
tradingbot/ml/research/phase27b/bar_tracer.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27B — per-bar read-only pipeline trace (no prediction cache).
tradingbot/ml/research/phase27b/metrics.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27B — evidence aggregation and deliverable builders.
tradingbot/ml/research/phase27b/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27B — root cause investigation for zero trades (READ ONLY).
tradingbot/ml/research/phase27c/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27C — prediction cache key collision fix validation.
tradingbot/ml/research/phase27d/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27D — post cache-fix 30-day production replay (READ ONLY).
tradingbot/ml/research/phase27d/metrics.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27D metrics — measured production behavior after cache fix.
tradingbot/ml/research/phase27d/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27D — full 30-day production replay after cache fix (READ ONLY).
tradingbot/ml/research/phase27e/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27E — signal-to-execution bottleneck investigation (READ ONLY).
tradingbot/ml/research/phase27e/metrics.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27E — trace 762 ML signals through pipeline stages.
tradingbot/ml/research/phase27e/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27E — signal-to-execution bottleneck investigation (READ ONLY).
tradingbot/ml/research/phase27f/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27F — replay portfolio state repair validation.
tradingbot/ml/research/phase27f/metrics.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27F metrics — portfolio lifecycle and RiskGate before/after comparison.
tradingbot/ml/research/phase27f/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27F — replay portfolio state repair validation.
tradingbot/ml/research/phase27g/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27G — 30-day trade performance validation after replay fix.
tradingbot/ml/research/phase27g/metrics.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27G — 30-day trade performance validation metrics (read-only).
tradingbot/ml/research/phase27g/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27G — 30-day trade performance validation after replay fix.
tradingbot/ml/research/phase27h/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27H — robustness and stress test validation.
tradingbot/ml/research/phase27h/metrics.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27H — robustness and stress test metrics.
tradingbot/ml/research/phase27h/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27H — robustness and stress test validation (read-only).
tradingbot/ml/research/phase27h/stress_engine.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27H stress simulation engine (research-only, read-only).
tradingbot/ml/research/phase27i/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27I — slippage root cause investigation.
tradingbot/ml/research/phase27i/metrics.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27I — slippage root cause investigation metrics.
tradingbot/ml/research/phase27i/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27I — slippage root cause investigation (read-only).
tradingbot/ml/research/phase27i/slippage_decompose.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27I slippage decomposition utilities (research-only).
tradingbot/ml/research/phase27j/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27J — edge decomposition investigation.
tradingbot/ml/research/phase27j/edge_decompose.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27J per-trade edge decomposition (research-only).
tradingbot/ml/research/phase27j/metrics.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27J — edge decomposition investigation metrics.
tradingbot/ml/research/phase27j/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27J — edge decomposition investigation (read-only).
tradingbot/ml/research/phase27k/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27K — losing trade root cause investigation.
tradingbot/ml/research/phase27k/loser_enrich.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27K losing trade enrichment (research-only).
tradingbot/ml/research/phase27k/metrics.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27K — losing trade root cause metrics.
tradingbot/ml/research/phase27k/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27K — losing trade root cause investigation (read-only).
tradingbot/ml/research/phase27l/metrics.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27L — exit engine investigation metrics.
tradingbot/ml/research/phase27l/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27L — exit engine investigation (read-only simulation).
tradingbot/ml/research/phase27m/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27M — exit strategy robustness validation.
tradingbot/ml/research/phase27m/metrics.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27M — cross-window exit robustness metrics.
tradingbot/ml/research/phase27m/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27M — exit strategy robustness across market windows (read-only).
tradingbot/ml/research/phase27m/window_runner.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27M — multi-window replay and exit simulation runner.
tradingbot/ml/research/phase27n/metrics.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27N — hybrid exit metrics, stability, Monte Carlo, ranking.
tradingbot/ml/research/phase27n/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27N — hybrid exit architecture validation (read-only).
tradingbot/ml/research/phase27n/window_runner.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27N — window loader reusing Phase 27M replay cache.
tradingbot/ml/research/phase27o/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27O — out-of-sample hybrid exit validation.
tradingbot/ml/research/phase27o/metrics.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27O — OOS metrics, generalization gap, Monte Carlo, ranking.
tradingbot/ml/research/phase27o/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27O — out-of-sample hybrid exit validation (read-only).
tradingbot/ml/research/phase27o/split.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27O — chronological train/validation split (70/30).
tradingbot/ml/research/phase27o/window_runner.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 27O — window loader with OOS strategy simulation.
tradingbot/ml/research/phase28a/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 28A — paper trading A/B validation (Hybrid B vs Time Exit).
tradingbot/ml/research/phase28a/metrics.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 28A — A/B metrics, head-to-head, Monte Carlo, decision matrix.
tradingbot/ml/research/phase28a/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 28A — paper trading A/B validation runner (read-only).
tradingbot/ml/research/phase28a/window_runner.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 28A — window loader and dual-strategy simulation.
tradingbot/ml/research/phase28b/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 28B — production integration validation for Hybrid B.
tradingbot/ml/research/phase28b/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 28B — integration validation, failure scenarios, performance parity.
tradingbot/ml/research/phase28c/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 28C — paper trading live validation (Hybrid B).
tradingbot/ml/research/phase28c/data_collector.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 28C — collect live paper trade data from production journal.
tradingbot/ml/research/phase28c/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 28C — paper trading live validation runner (read-only observation).
tradingbot/ml/research/phase28c/validators.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 28C — Hybrid B trade validators and journal integrity.
tradingbot/ml/research/phase28d/cache.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 28D — clear stale replay caches before fresh backtest.
tradingbot/ml/research/phase28d/metrics.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 28D — backtest metrics and report builders.
tradingbot/ml/research/phase28d/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 28D — fresh 30-day production backtest ($200, Hybrid B).
tradingbot/ml/research/phase29b/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 29B — WPSQF production integration validation.
tradingbot/ml/research/phase30a/replay_simulation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Replay Phase 29B trades with execution simulation — entries/exits unchanged.
tradingbot/ml/research/phase30b/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 30A research package.
tradingbot/ml/research/phase30b/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 30B — execution layer forensic audit (read-only, no code changes).
tradingbot/ml/research/phase30c/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 30C research package.
tradingbot/ml/research/phase30c/run_investigation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 30C — Digital Broker Twin research (design only, no code changes).
tradingbot/ml/research/phase30d/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 30D research package.
tradingbot/ml/research/phase30e/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 30E research package.
tradingbot/ml/research/phase31e/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 31E — replay portfolio state machine repair.
tradingbot/ml/research/phase32g/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	
tradingbot/ml/research/phase32h/generate_deliverables.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 32H — read-only feature pipeline integrity audit deliverables generator.
tradingbot/ml/research/phase32i/generate_deliverables.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 32I — read-only Phase99 dataset parity audit deliverables.
tradingbot/ml/research/phase33c/run_forensics.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 33C — rejected signal outcome audit (read-only forensic).
tradingbot/ml/research/phase33d/replay.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 33D — production-faithful rejected signal replay (research only).
tradingbot/ml/research/phase33d/run_forensic.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 33D — full rejected signal reconstruction & filter truth audit.
tradingbot/ml/research/phase34a/run_all.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Run all Phase 34 engineering audits in order with tests.
tradingbot/ml/research/phase34a/run_audit.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 34A — RAW ML Truth Audit (read-only forensic).
tradingbot/ml/research/phase34b/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 34B — dataset label truth audit (research only).
tradingbot/ml/research/phase34b/run_label_audit.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 34B — Dataset Label Truth Audit (read-only).
tradingbot/ml/research/phase34c/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 34C — filter marginal value synthesis (research only).
tradingbot/ml/research/phase34d/run_engineering_report.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 34D — Engineering Decision Report (synthesizes 34A-34C + 33D).
tradingbot/ml/research/phase35/run_label_alignment.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 35 — Label Alignment & ML Retrain Readiness Audit (read-only).
tradingbot/ml/research/phase36/retrain_validation.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 36 — chronological retrain validation (research only).
tradingbot/ml/research/phase36/run_phase36.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 36 — Aligned Dataset V3 + Chronological Retrain Validation.
tradingbot/ml/research/phase37/__init__.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 37 — filter optimization (research only).
tradingbot/ml/research/phase37/run_phase37.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 37 — Filter optimization measurement (read-only, no production changes).
tradingbot/ml/research/phase38/run_phase38.py	2026-08-19 19:38:20 +0330	Initial snapshot - TradingBot New	Phase 38 — Walk-forward retrain on dataset_v3 with threshold sweep (research only).
